id,tweet,label
1330888924256845826,Coronavirus live news: Oxford vaccine has up to 90% efficacy; Russia suffers worst daily caseload increase | World news https://t.co/EAgi4ZW64M,Neutral
1333057259178344449,"Serum Institute rejects charges levelled by vaccine trial participant, threatens to seek damages #COVID19 #COVIDー19 #covid_19Ke #coronavirus #Corona #CoronavirusLockdownUK #CoronaUpdate #CoronavirusNewYork #Covid_19 https://t.co/I4C6cOXWoh",Neutral
1333065313341018113,"@user Me and #Fauci are on the same page, and business that are not operating at full capacity should start thinking about making sure their employees are vaccinated so they can operate at maximum capacity upon release. https://t.co/aU4TeJPHZA #Biden #coronavirus #Covid https://t.co/17m9PGqqks",Neutral
1333078161442017280,My letter to the editor today in the AV Press discussing my thoughts on how to help rebuild the local economy when the COVID-19 vaccine arrives. https://t.co/uBBhqDlCq9,Neutral
1333785456182345740,California at COVID-19 'tipping point' as Trump administration hopes for vaccines by Christmas https://t.co/0axV4mMAwY,Neutral
1334065144947732481,The UK approves the BioNTech/Pfizer COVID-19 vaccine for emergency use – TechCrunch https://t.co/FLluW2C2bQ,Neutral
1334139994223599619,An acquaintance of an acquaintance my wife's apparently means to refuse to take any coronavirus vaccine because it is the Mark of the Beast.🤔,AntiVax
1334255111217033222,Survey says: One company's poll shows that people in Wisconsin would pay an average of $577 for the hypothetical chance to get a #COVID19 vaccine earlier. https://t.co/FYlqRPdLnl,Neutral
1334547196629426177,"OK!!!! When former Presidents Obama, Bush, & Clinton get their COVID-19 vaccine on camera to show it’s safe then go ahead and sign me up. In addition to Karmala Harris they say they trust Dr. Fauci. I trust Fauci and Obama, Bush, and Clinton. https://t.co/KLqQXroGRb",ProVax
1334700653352906755,When the covid19 vaccine is available to the general American public do you plan to get it?,Neutral
1334888142739042305,Dr. David Kimberlin spoke with @user about the #COVID19 vaccine and who in Alabama is likely to get it first https://t.co/EKLM1VMtxy,Neutral
1336310200144457728,Pfizer coronavirus vaccine seems to be more efficient than the rest.,ProVax
1325666707587919872,Allina Health seeks volunteers for COVID-19 vaccine trial https://t.co/tzjISOcl84 via @user,Neutral
1325669230281326592,#PLANDEMIC2 What's in vaccines? Does anyone really know? DO YOU TRUST THEM? Polio and cancer's in the polio vaccine. AIDS is in the hepatitis vaccine. Chips and nanoshit is in Bill Gates' covid19 The Final Solution Vaccine.,AntiVax
1325671980360724480,"#Australia on Monday began the local production of a #COVID19 vaccine candidate developed by the University of #Oxford, with roughly 30 million doses planned to be manufactured https://t.co/OpexLYfXH9",Neutral
1325673192200019969,"The delay has already gummed up discussions on critical issues, including plans to distribute a possible coronavirus vaccine. Speaks for itself. https://t.co/TxSoKlLXFc",Neutral
1325679742939508737,Australia begins production of Oxford-developed COVID-19 vaccine https://t.co/m86NALxIKu,Neutral
1325681720947978240,“Officials” seem to have given up slowing the spread. Just spinning our wheels and hoping for a vaccine before the wheels fall off and overwhelm the health care system. https://t.co/08shMnOihx,ProVax
1325683305686200320,"#CAmemberNews Join @user Life Sciences Catalyst webinar on Thursday (12 Nov) to hear from Dr Maheshi Ramasamy of the Oxford Vaccines Group, as they explore the challenges and progress being made in finding a #COVID19 #vaccine. Register: https://t.co/XRFKQ2m8Pc",Neutral
1325685309984534528,"We need this so much right now. Hopefully with the election behind us, we can all focus on working together to stop the virus. - Inside the Operation Warp Speed effort to get Americans a COVID-19 vaccine https://t.co/C5r2s47Yv4",ProVax
1325694613366034432,Is a weak Covid-19 vaccine good enough? Scientists debate how much to lower the bar https://t.co/nS6mg7KWyN via @user,Neutral
1325697146834870272,Wantai to begin mid-stage trial for Covid-19 nasal spray vaccine in China https://t.co/R6i6VwgKCX,Neutral
1325698740582223875,The mink version of #Covid19 may well put an end to any hope of a vaccine #r4today @user,Neutral
1325770132275261442,"Covid-19 vaccine candidate is 90% effective, says manufacturer https://t.co/jYOdAVVxwA",Neutral
1325770169717764096,"I’ll have a pint of vaccine, please. https://t.co/VMhSQTeR96",ProVax
1325770183990972416,"Very encouraging Covid19 vaccine news from Pfizer - 90% effective it says. From memory, UK government has ordered 30m doses https://t.co/NRgGDWdrzJ",ProVax
1325770311875301377,Pfizer said its experimental vaccine was more than 90% effective in preventing COVID-19 based on initial data from a large study https://t.co/PetQxFWMqE https://t.co/0lzRRYZx3Z,Neutral
1325770346868338688,"Pfizer, BioNTech say their COVID-19 vaccine is more than 90% effective https://t.co/cGp3bGuoeq",Neutral
1325770582852558849,Pfizer is reporting that its Coronavirus vaccine is 90% effective. That is great news,ProVax
1325770796883714049,@user Congratulations! 🇷🇺Russia your vaccine Spunik V a serious contribution to the people of the🌎to SAVE LIVES &DEFEAT COVID19.,ProVax
1325778463110868994,"Coronavirus vaccine from Pfizer, BioNTech prevents COVID-19, early results show https://t.co/Bv3CbhK41R via @user",Neutral
1325788263051878402,Fingers crossed the length of immunity from the virus under this vaccine is substantial. Still fantastic news for lunchtime on a Monday! https://t.co/jwnbJwgZDZ,ProVax
1325789053892124673,"@user We have very good communications. We will not accept teh Josef Mengele coronavirus ""vaccines"" no matter which Nazi wants to push it on the people. Fuck #Agenda21 genocide plan. #genocide #CrimesAgainstHumanity",AntiVax
1325798837072457731,"This is promising! To improve public confidence in the vaccine, we call on @user to make the clinical data it will include in their EUA publicly available as soon as possible. Keep distancing, masking, & washing everyone! #COVID19 https://t.co/lZVCbX3bvh",ProVax
1325801253495037952,Good for you guys... I’m still not taking a vaccine produced in 6 months. Fuck that https://t.co/ggcD2btvgK,AntiVax
1325801482063663104,"@user It’s supply and demand basically, vaccines don’t get developed as quickly under normal circumstances because there’s no great urgency for them because they either aren’t as infectious as COVID-19 or they’re not affecting western countries to this extent. Which is fucked up I know",ProVax
1325803108883193856,I ain't taking any vaccine you and your goonies put out trying to kill people nice try though https://t.co/VH5tDefGeC,AntiVax
1325804322941100032,"We don't need another poisonous vaccine ‼ We have our immune system, natural cures and remedies, healthy food, and hydroxychloroquine. https://t.co/dFObdWFbPD",AntiVax
1325805498344611840,"What a week, Trump out and now a Covid-19 vaccine!",ProVax
1325806514632847360,"Covid-19 vaccine 90% success rate. No safety issues. Less then a year to develop. Just to put that in to perspective, the Flu Vaccine has been around for 20+ years, with a 65-70% success rate and safety issues. Yeah, fuck off. #Covid1984 #Plandemic",AntiVax
1325806979432976385,"If we can get the proportion of those taking the vaccine up, society will rid the #UK of #Covid. Polio is still around but the anti-vaxxers haven’t deterred parents from vaccinating their children. Or else polio would still be prevalent here. https://t.co/zWZcpKboyI",ProVax
1325840256311111683,@user I don't take the Flu shot and I won't take Covid-19 vaccine!,AntiVax
1325852039922978822,@user 😂 😂 😂 😂 😂 😂 😂 Covid-19 is a hoax #novaccine,AntiVax
1325852500054904834,"Get the fuck in, Science! You Bobby dazzler. What a week. Rid of the most nasty virus in the world, then they announce a Covid vaccine. Bye bye Trump, and bye bye Covid. Neither of you fucks will be missed #COVID19 #TrumpOut Now, to get rid of Johnson for the hat-trick",ProVax
1325863565161455616,"With true leadership like this and a vaccine on the horizon, I am so damn hopeful for the first time in four years. Just saying that out loud really underscores how f#@user up Trump's presidency really was. Was. *huge breath and looooooonnnnggg exhale*. https://t.co/I3ax7pj7Sk",ProVax
1325866463333249025,#coronavirus is scam and ....................vaccine is bigger scam !! https://t.co/WHyXIA6GAg,AntiVax
1325866852887695363,"People I've seen saying they'd reject the vaccine: Derek from down the pub, YouTube channels, Facebook moms People I've seen saying they'd get it: academics, other PhD students, medical professionals Who do I side with??! 🤔🤔🤔 #vaccine #COVID19 #CovidVaccine",ProVax
1325868729536712704,"Flu vaccines never reach 90%, enough said..... What does Pfizer's '90% effective' COVID-19 vaccine actually mean? https://t.co/9wxudXk4Yf via @user",Neutral
1325870206237995009,@user @user Good news. Will take Covid-19 vaccine first to ease out safety concerns: Pfizer CEO,ProVax
1325883281389350912,Yes the vaccine sounds promising but what are we doing to keep these alarming #covid19 numbers under control now...will the priority be health or wealth? @user You can rebuild wealth...but one life lost is one too many 💔,ProVax
1325886012732608520,The world got some positive news today with the announcement of a very promising COVID-19 vaccine. But it will take more time before a vaccine is ready and the state of Ohio is in a pivotal time in the fight against coronavirus.,ProVax
1325886251782856704,"@user I’m 73, fit as a flea, look 57, run my own business and will not be having any vaccines, Covid19 or otherwise.",AntiVax
1325887121639563270,"@user To answer the original question, yes, those numbers are normal for vaccine trials! https://t.co/W2JF8211FN",ProVax
1325894786809819143,"Ok so in honor of the good news about the vaccines so far that’s been on the news, would you get the covid-19 vaccine?",ProVax
1325895352168435719,Tell Congress: make sure a COVID-19 vaccine is free for all! https://t.co/vY9Sctyqh1,ProVax
1325914405712789509,Good news... Hopes rise for the end of the pandemic as Pfizer says the vaccine is 90% effective... Finger crossed🤞 #COVID19 #CovidVaccine #Covid_19 #CovidVaccine #Pzifer https://t.co/j5WSzLm7mq via @user,ProVax
1325923357808881665,"So the 'flu vaccine' has been under development for 70 years, and still it's only effective on 6/10 people at best!! Great news that it's only taken 8 months to research, develop, and test a vaccine for Covid19.... Just fuck off will you, stop taking the piss.",AntiVax
1325950705685979136,"Are you kidding? Why would you get an improperly tested, no long term study, #DNA changing #COVID #vaccine? Follow Dr. Humphrey & @user you will never get another #vaccine again! Check out @user #coronavirus survival rate! https://t.co/DjEvVjI69h https://t.co/gRn21eroVY",AntiVax
1325982034586554368,@user The Pfizer vaccine didn’t have a fucking thing to do with you or your almost nonexistent Covid-19 program. Pack a bag you are finished.,Neutral
1325985742569476098,"Sorry, Not taking any vaccine no matter how much I love our President. What surprises me, that you are for a vaccine when all the world knows the evil that has been cause by Bill Gates and Dr. Fauci against the American people. Ask Dr. Judy Mikovits @user https://t.co/pBiekrNCoP",AntiVax
1326007681325424641,"""The main issue is that the vaccine, which is based on a novel technology that uses synthetic mRNA to activate the immune system against the virus, needs to be kept at minus 70 degrees Celsius"" 😶 #Pfizer #COVID19 https://t.co/SjTbQT5GUV",Neutral
1326058945270611969,"@user Never take no vaccines for covid-19 people. That's a coy to deceive people. In essence, it's a microchip that would be user for monitoring people. As soon as Trump lost, they're all talking about the vaccines. Be warned. 666 is here.",AntiVax
1326077441710804993,No vaccine developed in five minutes can be safe. Only politicians and dickheads from the WEF should take it. Give Klaus a double dose!! Wanker!! https://t.co/lIpvvLrJsA,AntiVax
1326096750604656641,"@user Government are in the process of rolling out to all NHS staff, an untested COVID-19 vaccine. What side effects they will suffer in the years to come who can say! Using unknowing people as unpaid Guinea pigs, to provide huge profits for the greedy pharmaceutical organisation!",AntiVax
1326115991160459265,ccp vaccine? thanks but no thanks #CCPVirus https://t.co/4ktwK70RTj,AntiVax
1326148930321719297,BioNTech the German company behind the potential Covid-19 vaccine. #BioNTech #Pfizer #Covid19Vaccine https://t.co/AywGDK9pgL,Neutral
1326149431905972224,Amazing news. $gnbt #Covid19 #vaccine @user https://t.co/V6O3bxICsn,ProVax
1326170425186013185,Wow! Amazing news of a potential vaccine for COVID-19 👏 @user #Covid_19 #CovidVaccine #research #innovation https://t.co/W0dHeq3uOR,ProVax
1326184685794418693,Barely a week after the US election and there is this great news of the Pfizer vaccine. Not suspect at all. #lockdownUK #Pfizervaccine #COVID19 https://t.co/TianwPJbUo,ProVax
1326233070727524364,"Thanks for your Bigly work on the vaccine, LKA https://t.co/G17WnwZVYz",ProVax
1326260888354103298,Do not take ANY vaccine before 5 years testing. https://t.co/mixqHOTnbi,AntiVax
1326817064607117312,"@user They're Lying About COVID-19 | Prof. Sucharit Bhakdi https://t.co/lfVYrcca5d Interviewer: ""Would you take the [#COVID19] vaccine?"" Prof. Sucharit Bhakdi: ""Of course not; I'm not mad!"" #SCAMdemic",AntiVax
1327041306770763777,@user If Boris is so confident about this 💉 maybe he could answer this Q - who is going to be HELD liable for compensation if this 💉 is harmful - will it be @user ? or @user ? or are they exempt ? that Q needs answered @user #vaccine #COVID19,AntiVax
1328333416077488130,2nd virus vaccine shows overwhelming success in U.S. tests https://t.co/eBbACpuIQr,ProVax
1328413013674778626,"@user And those front line workers, too. And I'll take the vaccine if Dr Fauci and Biden's coronavirus task force considers it safe.",ProVax
1328457046438649856,Aborted fetuses are in the vaccines 👎😡👎👎😡🤮 https://t.co/2gE6V0kj2F https://t.co/zWWMk8jjn4,AntiVax
1329033331128766464,"Now what the fuck is this efficacy revision of vaccines! Oh and yes, it had to be more than 94.5%! https://t.co/uYJ42mBUBs",AntiVax
1329063222360633349,"What is mRNA? In enthusiasm for vaccine news, I had not bothered to read this is groundbreaking tech. Truly amazing. Can’t get my head around how one *makes* mRNA. Googling what is synthetic RNA... But, unknown immune response/inflammation is concerning. https://t.co/weSeEUUOHK",Neutral
1329066049514442754,"Even with a vaccine, COVID-19 will last for years, expert says https://t.co/mxm1Z3kJ2s",Neutral
1329152717021876224,I'll take a COVID-19 vaccine before before I fly on a 737 Max.,ProVax
1330911501566291968,"What are the potential #supplychain challenges associated with globally distributing a COVID-19 #vaccine? Register today for our upcoming webinar where we'll discuss the biggest threats to supply chains, including https://t.co/Qt5ny0hwoZ",Neutral
1331341189279338497,@user This vaccine for the coronavirus should be called Trump's vaccine not Biden's back scene the Democrats are already acting like he's going to get the credit for it ain't no damn way 74 million people know better course. Right now how Biden is a lying president.,Neutral
1332698843469795330,"Pfizer's COVID-19 vaccine is reportedly being flown by United Airlines chartered flights to distribution hubs, in anticipation of FDA approval https://t.co/nPZIzPtUDK #WallSt",Neutral
1333147480293322752,How mapping technology and location intelligence will help COVID-19 vaccine distribution https://t.co/E15Cde9Uq7 via @user #COVID19,Neutral
1333478825934536706,"No COVID-19 vaccine, no normal life, UK minister suggests https://t.co/enfalxTwX9",Neutral
1333783529226813440,Which COVID-19 vaccine could reach developing countries first? https://t.co/1kXmFfxd9Y,Neutral
1333792125700382721,@user 3 pharm.companies created a Covid-19 vaccine in “WARP SPEED”! Pres.Trump had these vaccines produced & almost ready for the market for FREE!!! Just another reason for him to get the Nobel Peace Prize. Pres.Trump shud go down in history as the person who literally SAVED THE WORLD!,Neutral
1334063748634570754,@user ....just a different strain of the flu not included in the vaccine. Hence my statement. Coronavirus is a new phenomenon..... As is the vaccine. #coronavirus #CovidVaccine #COVID19 (2/2).,ProVax
1334330494092259330,People here dying in global record numbers each day and still the FDA can’t figure out it might be a good idea to get CytoDyn’s Leronlimab out there to save some lives. Just keep paying attention to BigPharma vaccines while thousands die each day. Great work for Pharma lobbyists https://t.co/YykBkX0QzV,Neutral
1334375153673900032,Option A: SA does not have the money. Option B: ANC didn't pay so they can keep us in lockdown longer and blame lack of access to vaccines. https://t.co/oxXzOZtdPK,Neutral
1334519204708540425,"As much as there are probably others that need it more, political figures and celebrities have always played a part in popularizing getting vaccinated. Someone needs to pay the top anti-vax ""celebrity"" to get it and see what happens. https://t.co/SvmL3o8Vht",AntiVax
1334789223954718720,"Companies in the COVID-19 supply chain — from research of therapies, healthcare delivery to distribution of a vaccine need to be vigilant and remain on high alert during this time. #healthcare #lifesciences #covid19 #cybersecurity https://t.co/NhFtSGQi2u",Neutral
1335166818118488071,"Other countries now following the UK to approve the Pfizer/BioNTech #COVID19 vaccine. Bahrain's regulators have now also signed it off, making them the second country (after the UK) to do so.",Neutral
1335955221470732291,A #COVID19 #vaccine has arrived. Get ready for the rollout. The UK is set to become the first Western country to vaccinate its citizens https://t.co/GHnIVSbMTV,Neutral
1325666478742441984,DHS: Multiple COVID-19 vaccines may be available at the same time READ MORE: https://t.co/OcOEQ0LNzl #BillGates #cdc #GatesFoundation #GAVI #SDG #UN #Vaccination #Vaccine https://t.co/y0hdgdRf9r,Neutral
1325670033243037696,"@user Please consider: The uber lower CFR in Africa is mapped directly to geographic locations w/ endemic malaria, where Anti-Malaria Rx are in wide use. Zinc ionophores as a Rx for coronavirus SARS-CoV-2 is mutating fast, it could dodge current vaccine solutions https://t.co/gGwA3rBVj4",Neutral
1325671957132578821,"No coronavirus vaccine for common people till 2022, Covid won't vanish, says AIIMS Director Randeep Guleria - Coronavirus Outbreak News https://t.co/QK9tSQmXYo",Neutral
1325676230654504988,Inside the effort to get Americans a COVID-19 vaccine https://t.co/j4q9FVn0lG David Martin reports on the military efforts underway to inoculate 300 million Americans with an anticipated COVID-19 vaccine. https://t.co/ilMSKg0VUZ https://t.co/pQxLGPstjq,Neutral
1325682034124218368,#COVID19 Mutations in coronavirus have triggered culls of all 17 million farmed mink in Denmark. Part of the country has been put under lockdown after Danish authorities found genetic changes they say might undermine the effectiveness of future Covid-19 vaccines. https://t.co/hGNNGQG7qO,Neutral
1325717581894967297,@user Whether an effective COVID-19 vaccine will be universally available in the UK within a year is unclear.,Neutral
1325718078227951617,"💾 ⓈⓀⓎ ⓉⒺⒸⒽ Britons should be paid to take COVID-19 vaccine, says Oxford professor - https://t.co/Mi6Pc4nwmz",AntiVax
1325770180690137090,"#BREAKING: Pfizer's #COVID19 vaccine prevented more than 90% of infections in a study of tens of thousands of volunteers, reports @user https://t.co/rEREhypggN",Neutral
1325770317739020288,"Wow. This is great news, although it sounds like they'll only be able to give it to 1/10th of the world's population by the end of next year 😬 Hopefully other vaccines will pick up the slack https://t.co/ObFUb3y5gf",ProVax
1325770516540559361,"The first #coronavirus vaccine can prevent more than 90% of people from getting #COVID19, a preliminary analysis shows. https://t.co/ucK3TNkJVB",Neutral
1325770647604228096,"Positive news on one potential mRNA based #COVID19 vaccine. This is just interim data though so many key questions remain on duration of efficacy, sub group analysis etc. https://t.co/gXtWEkkdup",ProVax
1325770951468978176,Very encouraging news regarding #covid19 vaccine It has long been apparent that a vaccine is the best way out of this mess. https://t.co/SfVS8lWpPD,ProVax
1325771092569559042,The same people in the comments saying they won’t take this vaccine are the same ones saying that they want life to go back to pre Covid - you can’t make this idiocy up https://t.co/OUCqHKjpUC,ProVax
1325772268140519425,A vaccine with 90 per cent success rate and no apparent side-effects so far is on its way out soon. Keeping fingers crossed for this one. https://t.co/24mzAZOmxr,ProVax
1325783591742283788,Can’t wait to see all the anti-vaxxers claiming your toes fall off because of this vaccine. https://t.co/AkJv32nQJW,ProVax
1325786815253639168,A vaccine that takes years to validate? Nahhh count me out I’ll take my chances https://t.co/8DQo46vpur,AntiVax
1325806524577484801,Desperately searching my retirement funds to see if there is some @user stock there. #vaccine #Pfizer #CovidVaccine #COVID19,Neutral
1325816959284469760,Do you plan on getting Pfizer’s $PFE #coronavirus vaccine once it’s released to the public?,Neutral
1325823788815159296,quick question: Whats the recent #tea on the anti-vaxxers and the covid-vaccines? Asking for a friend. #Pfizer #COVID19 #covidvaccine #LongCovid,ProVax
1325825401126608896,"While this is good news, I doubt I'd take the vaccine until its been in the mainstream for a while. One of the few things I'm mainstream about is my health. 😂#covid #noguineapig #COVID19 https://t.co/eC7QHHmac4",AntiVax
1325829737021927426,Fuck off. And take your evil vaccine with you. https://t.co/WuwaDg1RE0,AntiVax
1325829889111576576,"We know the #vaccine is loaded w lethal DNA changing poisons, cancers & autoimmune diseases includ ARTIFICIAL INTELLIGENCE that will brain entrain human w 5G—Pfizer and BioNTech announce trial data showing COVID-19 vaccine is more than 90% effective https://t.co/3lXA5edBpf",AntiVax
1325843871717273600,"Just worth pointing out your immune system appears to be more effective than the vaccine they want to pump into you, so why is it so important? https://t.co/pzk2gaVvpg #phoneybaloney #covid19 #vaccine #plandemic #lockdown #bogusvirus https://t.co/8GsS29m9gx https://t.co/MRWifmvF6Z",AntiVax
1325850899848208384,#UK #Canada #Germany #Australia #BlackTwitter #LGBT #Muslims #coronavirus #France adds virus record for 3rd straight day. And u #Twitter fucks are worried about getting a vaccine & taking off your masks? U deserve this. https://t.co/HJvcwxAChK,ProVax
1325864332601724929,Good #vaccine #china #Covid https://t.co/dEsLvVK42R,ProVax
1325864341229494272,Amazingly encouraging news about #coronavirus vaccine! The big questions for the Tories: How much money can they make of it? How long will it take @user to fuck it up?,ProVax
1325866206314848258,"@user Maybe if you got your news from a reputable source, you would actually know the truth https://t.co/ClKosnR1PR Pfizer’s head of vaccine research and development, Kathrin Jansen, telling the New York Times that “we were never part of the Warp Speed.”",ProVax
1325866975386624000,"I hope beyond fucking hope the anti vaxxers just shut the fuck up and let anyone who wants the vaccine, get it, without listening to wind and pish...get it or don't get it, it's an individual choice https://t.co/sVcF77FlZV",ProVax
1325870162357211137,I literally don't trust any vaccine that's fast tracked by the lame-duck Trump administration. That psycho would fast-track cow shit in a syringe if he thought it would be effective. This can only end badly. https://t.co/Puv2dZdBV5,AntiVax
1325873753373483011,Such good news #coronavirusvaccine https://t.co/ahvxs307Fe,ProVax
1325881783846625282,I stopped vaccines long ago but this is good news for those who choose to vaccinate https://t.co/ZrLPoJFYzR,ProVax
1325883076338200577,"@user swine flu epidemic back in 2009. A significant amount of people affected by a rare nerve disorder from a rushed vaccine. Some NHS staff were forced into it and had years trying to fight a case against GSK, the vaccine maker. With the coronavirus act, all liability for makers gone",AntiVax
1325903586195349506,Not for me!!! No way! Check out: Only two-thirds of docs tell NJ they’ll take COVID-19 vaccine https://t.co/ItgGJgy7aB,AntiVax
1325903676523900928,Good news on #Covid19 vaccine trial supported by #EIBGroup with #TeamEurope #InvestEU https://t.co/RTYheRCSVZ,ProVax
1325911151960612869,Hopefully in 2021 A coveted vaccine Perpahs the most important success in the decade https://t.co/VkkA5MaewS,ProVax
1325939668505006085,Thanks TO PRESIDENT TRUMP for working hard to provide this vaccine! https://t.co/4pzF6PSAWI,Neutral
1325964439489744896,Fuck the election! Fuck the Covid-19 vaccine! Fuck everything! TOYOTATHON IS ON!!!,AntiVax
1326014262465196032,I don't know about you but My family and I will not take the #Covid19 vaccine anytime soon...,AntiVax
1326041899644284928,".@user has said that early studies show their #COVID19 #vaccine is 90% effective after two doses, having been tested on 43,000 volunteers. What amazing news! Let us know your thoughts! #CovidVaccine https://t.co/kzGnvrsH7Y",ProVax
1326088767413886979,I have a question; If we already know that Covid-19 has mutated and produce a different strain that has affected people differently (some say more harshly). How can a vaccine adequately protect people from a constantly mutating virus Am I missing something or am I stupid,AntiVax
1326104334019551235,Coronavirus: The married couple behind the successful Pfizer COVID vaccine https://t.co/eSXi6xZWsv,Neutral
1326129821638914048,"Turkish vaccine? i dont want it, shove it up your ass, i'll take my chances with COVID19",AntiVax
1326136889846345728,"The Intelligence - “When we look back, this will be the moment things started to change”—a promising coronavirus vaccine | Podcasts | The Economist https://t.co/DSuu8piGe6",ProVax
1326140347743924225,Will you take a Covid-19 vaccine when it is available? #CovidVaccine #Pfizer #Pfizervaccine,Neutral
1326140489595281409,"Great news: A vaccine which can prevent nine out of 10 people getting Covid-19 is set to be put forward for emergency approval. https://t.co/Zl1LXmhDO3 In case of any questions or if you need any assistance, please contact us via: https://t.co/BhthkRPYK4 https://t.co/HAfA618kOt",ProVax
1326143098305523719,"What is wrong with people, do they really want to be sick and maimed by this vaccine, look at the ingredients, it's full of poison https://t.co/r47rLsxpcJ",AntiVax
1326151338212855808,"Dan snow can participate in covid19 vaccine trials like a guinea pig himself... forcing vaccines, specifically for a virus with 99.8 survival rate.. nazi @user",AntiVax
1326154574676324359,@user No thanks to vaacine! Its a completely new type of vaccine called RNA never before used in humans 😳😲 I'll pass 🙄 #informedconsent https://t.co/W5dix9oSTJ,AntiVax
1326162490514927616,Will you get the fast tracked COVID-19 vaccine?,Neutral
1326163628656107522,.@user Vaccine shows promise of 90% + efficacy. Great news for the world. As for #Africa and #Uganda will our leaders have the political will and marshal the #Covid19 resources both raised and donated to us to get this vaccine? @user https://t.co/YVXqemtnVG,ProVax
1326175478143651841,@user saving the self esteem of men for years and now possible COVID-19 vaccine. Exciting 😁 https://t.co/VAtSefCSe3,ProVax
1326190228428754944,Wao! Great news... coronavirus vaccine is 90% effective...,ProVax
1326202772329439232,I’m Still super skeptical...no vaccine for me in the near future or maybe ever. https://t.co/J6DT8VhAaj,AntiVax
1326206261541576704,📻 Bitcoin price outlook still bullish despite drop from COVID-19 vaccine news https://t.co/oKMI9Yd6Aa https://t.co/HHvClbTSId,Neutral
1326222615799853060,"👇Agreed. ‘It seems too early' - in Europe, safety concerns dampen excitement over COVID-19 vaccine - Reuters UK https://t.co/iqoi4WhqPi",AntiVax
1326237172878413827,I think all the world leaders should step up and volunteer to be the first to test the vaccine. Makes sense doesn’t it? https://t.co/1W2H1QSypK,AntiVax
1326253861015838722,Unbelievable that there are people out there who think vaccines should be mandatory. They deserve a double dose just to be on the safe side. https://t.co/OUHMyarFUP,AntiVax
1326261896572506114,I fully expect this... Keep that vaccine away from me boy. #Covid_19 #COVID19 #CovidVaccine #NationalLockdown https://t.co/Kgctbk7D11,AntiVax
1326987033479434240,"Pfizer coronavirus vaccine volunteer describes side effects, urges others to 'get it' ASAP https://t.co/tYdT47Fs2a #FoxNews",ProVax
1327237180440326146,"A Covid-19 vaccine may cause unpleasant side effects. People should be prepared, scientists say. https://t.co/zSF72J4ury via @user",AntiVax
1327273328986492930,"NEW from @user North Korea and Russia are still trying to hack some of the world's most prominent coronavirus vaccine researchers, cybersecurity researchers said Friday. https://t.co/nvhlQcTv0L",Neutral
1327681730648674306,Trump Administration Reaches Deal With Pharmacies to Make COVID-19 Vaccine Free https://t.co/ovpXf7QlfW... Jon Rapaport article: Fake Covid vaccine success. https://t.co/819ZwRltyR... @ farmerjones' Kracken shared!,Neutral
1328329002264702978,Moderna vaccine found highly effective against Covid-19 https://t.co/9atyZbvSvK #coronavirus #covid-19 #vaccine #virus,ProVax
1328387439443013638,The European Union has struck a deal for up 405 million doses of German biotech firm CureVac's potential Covid-19 vaccine… #Business #World #Coronavirus #News #Health https://t.co/S02z7GtVXv,Neutral
1329032166727102465,So it’s gone up 5% just as a new vaccine announced it’s 95% effectiveness.. get fucked 😂😂 https://t.co/wRpAGY3RaX,AntiVax
1329042766337363970,And so the bullshit begins. Covid 19 is all about control and money.. #fuckthevaccine https://t.co/0EQ4iSFIyN,AntiVax
1329059930876342272,Just to have a potential covid 19 vaccine and for it to be 95% effective is just amazing in such a small amount of time @user https://t.co/VFwOYJddYk,ProVax
1329071267111002113,@user you're saving the year!!! Hoping that your vaccine will clear all safety requirements. https://t.co/P3Q0K8HcFP,ProVax
1329083346614304768,@user Find the coronavirus vaccine.,Neutral
1329095849897566208,Pfizer will file for emergency use of Covid-19 vaccine on Friday https://t.co/tYzpxz2WrZ,Neutral
1329368018883915777,@user I wouldn’t have a problem to let a volunteer inject me with a Covid19 vaccine. I just think they should be paid for doing it.,ProVax
1329988151973191689,One of the best overall explanations of what 95% efficacy for #COVID19 vaccines means as well as potential limitations of the vaccines: 👇 https://t.co/sfsZz4UYDI,Neutral
1330816957155831808,"UKLabour: RT @user This is really promising news. We are thankful to everyone involved, from the scientists to the trial volunteers. We now need the Government to set out a proper, national plan for rollout of the vaccine. That should start w… https://t.co/tdl5tzxFxU",ProVax
1330985945458487300,Oil prices settle up over 2% on COVID-19 vaccine news https://t.co/oZBQat8eFi,Neutral
1331607057049509888,"As a behavioral economist, this is absolute nonsense. The only times ""freezing"" has been demonstrated has been in low-stakes situations. Getting a vaccine to protect you from a deadly disease is a high-stakes situation, which pushes people to choose. https://t.co/RaV833BA29",ProVax
1331668287592206336,"COVID-19 vaccines secured for more than 270,000 Jamaicans https://t.co/zaHsJi7GNL",Neutral
1332072430886551552,"Doctors warn side effects from COVID-19 vaccine ""won't be a walk in the park"" - https://t.co/0RM6LhnJJy https://t.co/sCjRr7Y6kg",AntiVax
1332586404702867456,@user No one cares what you do for Christmas it is your house and your life. But you have no right to be reckless with your health and go around town Endangering others.. Even the vaccine maker says to be careful idiot https://t.co/DjLRP9lwav,Neutral
1332698032530358275,PM Narendra Modi to embark on a 3 city visit today to review covid-19 vaccine development https://t.co/3BVtqtLdeI via NaMo App https://t.co/Eb4qfWZyIU,Neutral
